id,Sección,Sub-sección,Indicador,Categoría,Segmentación,Grupo,%,N Base,N,Página,Tabla,Fuente_tipo,Tipo_pregunta,N_Base_tipo,Nota
107,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),"Recibí un bono gratis, descuento, promociones y/o créditos para empezar",Edad,15 años,41,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
108,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería colaborar en los gastos de mi familia,Edad,15 años,13,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
109,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Vi publicidades de influencers o personas famosas que las recomiendan,Edad,15 años,52,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
110,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Puedo competir con otros/as amigos/as que también lo hacen,Edad,15 años,48,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
111,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Tengo adultos/as cercano/as que lo hacen,Edad,15 años,32,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
112,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Muchas personas cercanas lo hacen y no quería quedarme afuera,Edad,15 años,37,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
113,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería probar suerte,Edad,16 años,90,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
114,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Es divertido,Edad,16 años,85,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
115,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),"Se gana plata fácil, rápido y sin esfuerzos",Edad,16 años,57,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
116,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),"Recibí un bono gratis, descuento, promociones y/o créditos para empezar",Edad,16 años,41,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
117,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería colaborar en los gastos de mi familia,Edad,16 años,18,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
118,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Vi publicidades de influencers o personas famosas que las recomiendan,Edad,16 años,45,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
119,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Puedo competir con otros/as amigos/as que también lo hacen,Edad,16 años,39,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
120,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Tengo adultos/as cercano/as que lo hacen,Edad,16 años,40,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
121,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Muchas personas cercanas lo hacen y no quería quedarme afuera,Edad,16 años,38,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
122,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería probar suerte,Edad,17 años,90,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
123,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Es divertido,Edad,17 años,85,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
124,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),"Se gana plata fácil, rápido y sin esfuerzos",Edad,17 años,45,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
125,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),"Recibí un bono gratis, descuento, promociones y/o créditos para empezar",Edad,17 años,47,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
126,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería colaborar en los gastos de mi familia,Edad,17 años,16,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
127,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Vi publicidades de influencers o personas famosas que las recomiendan,Edad,17 años,59,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
128,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Puedo competir con otros/as amigos/as que también lo hacen,Edad,17 años,37,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
129,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Tengo adultos/as cercano/as que lo hacen,Edad,17 años,45,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
130,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Muchas personas cercanas lo hacen y no quería quedarme afuera,Edad,17 años,43,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
131,Adolescentes con experiencia directa en apuestas online,Motivaciones para participar en apuestas online,Motivaciones para participar en apuestas online (Sí),Quería probar suerte,Edad,18 años,91,,,19,Tabla 3,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
